time_utc,open,high,low,close,direction
2026-08-24T16:00:00Z,1.16647,1.16698,1.16629,1.16648,
2026-08-24T17:00:00Z,1.16649,1.16667,1.16553,1.16594,
2026-08-24T18:00:00Z,1.16594,1.16654,1.16573,1.16639,
2026-08-24T19:00:00Z,1.16638,1.16638,1.16594,1.16614,
2026-08-24T20:00:00Z,1.16613,1.16643,1.16604,1.16640,BULL
2026-08-24T21:00:00Z,1.16626,1.16654,1.16618,1.16638,
2026-08-24T22:00:00Z,1.16638,1.16654,1.16636,1.16646,
2026-08-24T23:00:00Z,1.16646,1.16686,1.16642,1.16680,
2026-08-25T00:00:00Z,1.16679,1.16710,1.16672,1.16687,
2026-08-25T01:00:00Z,1.16688,1.16688,1.16618,1.16631,
2026-08-25T02:00:00Z,1.16630,1.16648,1.16589,1.16606,BEAR
2026-08-25T03:00:00Z,1.16606,1.16624,1.16586,1.16604,
2026-08-25T04:00:00Z,1.16603,1.16605,1.16548,1.16558,
2026-08-25T05:00:00Z,1.16558,1.16568,1.16531,1.16536,
2026-08-25T06:00:00Z,1.16536,1.16592,1.16511,1.16528,
2026-08-25T07:00:00Z,1.16527,1.16631,1.16526,1.16587,
2026-08-25T08:00:00Z,1.16588,1.16678,1.16576,1.16676,BULL
2026-08-25T09:00:00Z,1.16674,1.16738,1.16661,1.16681,
2026-08-25T10:00:00Z,1.16680,1.16684,1.16592,1.16624,
2026-08-25T11:00:00Z,1.16624,1.16648,1.16584,1.16597,
2026-08-25T12:00:00Z,1.16596,1.16665,1.16596,1.16664,BEAR
2026-08-25T13:00:00Z,1.16664,1.16756,1.16643,1.16740,BULL
2026-08-25T14:00:00Z,1.16739,1.16748,1.16665,1.16696,
2026-08-25T15:00:00Z,1.16696,1.16754,1.16672,1.16730,
2026-08-25T16:00:00Z,1.16730,1.16740,1.16680,1.16716,
2026-08-25T17:00:00Z,1.16714,1.16747,1.16692,1.16741,
2026-08-25T18:00:00Z,1.16742,1.16752,1.16718,1.16743,
2026-08-25T19:00:00Z,1.16742,1.16792,1.16687,1.16764,
2026-08-25T20:00:00Z,1.16764,1.16798,1.16742,1.16745,
2026-08-25T21:00:00Z,1.16755,1.16772,1.16723,1.16724,
2026-08-25T22:00:00Z,1.16723,1.16772,1.16723,1.16767,BEAR
2026-08-25T23:00:00Z,1.16766,1.16769,1.16726,1.16744,
2026-08-26T00:00:00Z,1.16744,1.16758,1.16712,1.16726,BULL
2026-08-26T01:00:00Z,1.16725,1.16742,1.16689,1.16702,BEAR
2026-08-26T02:00:00Z,1.16701,1.16729,1.16668,1.16676,
2026-08-26T03:00:00Z,1.16676,1.16685,1.16639,1.16647,
2026-08-26T04:00:00Z,1.16648,1.16650,1.16606,1.16620,
2026-08-26T05:00:00Z,1.16621,1.16670,1.16606,1.16644,
2026-08-26T06:00:00Z,1.16644,1.16676,1.16598,1.16670,
2026-08-26T07:00:00Z,1.16670,1.16732,1.16670,1.16710,BULL
2026-08-26T08:00:00Z,1.16708,1.16770,1.16696,1.16712,
2026-08-26T09:00:00Z,1.16712,1.16712,1.16636,1.16661,
2026-08-26T10:00:00Z,1.16660,1.16663,1.16611,1.16619,BEAR
2026-08-26T11:00:00Z,1.16620,1.16694,1.16603,1.16690,
2026-08-26T12:00:00Z,1.16691,1.16753,1.16556,1.16560,
2026-08-26T13:00:00Z,1.16558,1.16590,1.16516,1.16527,
2026-08-26T14:00:00Z,1.16528,1.16534,1.16422,1.16452,
2026-08-26T15:00:00Z,1.16450,1.16544,1.16449,1.16504,
2026-08-26T16:00:00Z,1.16504,1.16544,1.16488,1.16497,
2026-08-26T17:00:00Z,1.16496,1.16545,1.16487,1.16528,BULL
2026-08-26T18:00:00Z,1.16528,1.16545,1.16502,1.16514,
2026-08-26T19:00:00Z,1.16514,1.16538,1.16502,1.16534,
2026-08-26T20:00:00Z,1.16535,1.16550,1.16516,1.16534,
2026-08-26T21:00:00Z,1.16522,1.16544,1.16501,1.16540,
2026-08-26T22:00:00Z,1.16537,1.16556,1.16535,1.16542,
2026-08-26T23:00:00Z,1.16540,1.16564,1.16538,1.16556,
2026-08-27T00:00:00Z,1.16558,1.16583,1.16540,1.16565,
2026-08-27T01:00:00Z,1.16566,1.16591,1.16554,1.16580,
2026-08-27T02:00:00Z,1.16580,1.16595,1.16544,1.16557,
2026-08-27T03:00:00Z,1.16558,1.16564,1.16534,1.16542,BEAR
2026-08-27T04:00:00Z,1.16543,1.16560,1.16541,1.16556,
2026-08-27T05:00:00Z,1.16556,1.16577,1.16520,1.16544,
2026-08-27T06:00:00Z,1.16544,1.16558,1.16520,1.16535,
2026-08-27T07:00:00Z,1.16534,1.16563,1.16518,1.16549,
2026-08-27T08:00:00Z,1.16548,1.16580,1.16477,1.16482,
2026-08-27T09:00:00Z,1.16482,1.16485,1.16404,1.16408,
2026-08-27T10:00:00Z,1.16408,1.16482,1.16385,1.16397,
2026-08-27T11:00:00Z,1.16398,1.16442,1.16366,1.16410,
2026-08-27T12:00:00Z,1.16410,1.16458,1.16397,1.16410,
2026-08-27T13:00:00Z,1.16410,1.16600,1.16400,1.16540,BULL
2026-08-27T14:00:00Z,1.16540,1.16580,1.16446,1.16448,
2026-08-27T15:00:00Z,1.16447,1.16543,1.16444,1.16533,
2026-08-27T16:00:00Z,1.16534,1.16545,1.16493,1.16522,
2026-08-27T17:00:00Z,1.16524,1.16540,1.16470,1.16490,
2026-08-27T18:00:00Z,1.16492,1.16501,1.16460,1.16489,
2026-08-27T19:00:00Z,1.16490,1.16506,1.16474,1.16494,BEAR
2026-08-27T20:00:00Z,1.16494,1.16525,1.16492,1.16521,
2026-08-27T21:00:00Z,1.16514,1.16542,1.16504,1.16530,BULL
2026-08-27T22:00:00Z,1.16529,1.16546,1.16520,1.16534,
2026-08-27T23:00:00Z,1.16534,1.16548,1.16522,1.16536,
2026-08-28T00:00:00Z,1.16536,1.16544,1.16506,1.16532,
2026-08-28T01:00:00Z,1.16531,1.16554,1.16494,1.16496,BEAR
2026-08-28T02:00:00Z,1.16498,1.16508,1.16463,1.16506,
2026-08-28T03:00:00Z,1.16508,1.16515,1.16456,1.16463,
2026-08-28T04:00:00Z,1.16464,1.16466,1.16449,1.16456,
2026-08-28T05:00:00Z,1.16455,1.16459,1.16426,1.16444,
2026-08-28T06:00:00Z,1.16444,1.16492,1.16430,1.16484,
2026-08-28T07:00:00Z,1.16484,1.16488,1.16417,1.16465,BULL
2026-08-28T08:00:00Z,1.16464,1.16488,1.16418,1.16446,
2026-08-28T09:00:00Z,1.16444,1.16452,1.16396,1.16400,BEAR
2026-08-28T10:00:00Z,1.16399,1.16492,1.16394,1.16492,
2026-08-28T11:00:00Z,1.16491,1.16496,1.16446,1.16452,
2026-08-28T12:00:00Z,1.16452,1.16505,1.16394,1.16491,BULL
2026-08-28T13:00:00Z,1.16490,1.16500,1.16372,1.16376,BEAR
2026-08-28T14:00:00Z,1.16380,1.16596,1.15942,1.16174,
2026-08-28T15:00:00Z,1.16175,1.16207,1.15964,1.15977,
2026-08-28T16:00:00Z,1.15976,1.15983,1.15848,1.15870,
2026-08-28T17:00:00Z,1.15868,1.15892,1.15778,1.15808,
2026-08-28T18:00:00Z,1.15808,1.15846,1.15778,1.15805,
2026-08-28T19:00:00Z,1.15804,1.15878,1.15798,1.15860,
2026-08-28T20:00:00Z,1.15858,1.15867,1.15796,1.15821,
2026-08-30T21:00:00Z,1.15818,1.15824,1.15782,1.15787,BULL
2026-08-30T22:00:00Z,1.15796,1.15850,1.15788,1.15842,BEAR
2026-08-30T23:00:00Z,1.15843,1.15894,1.15836,1.15888,
2026-08-31T00:00:00Z,1.15890,1.15938,1.15856,1.15923,BULL
2026-08-31T01:00:00Z,1.15924,1.15946,1.15872,1.15907,
2026-08-31T02:00:00Z,1.15908,1.15929,1.15882,1.15925,
2026-08-31T03:00:00Z,1.15924,1.15938,1.15893,1.15914,
2026-08-31T04:00:00Z,1.15914,1.15928,1.15886,1.15909,
2026-08-31T05:00:00Z,1.15911,1.15914,1.15874,1.15904,BEAR
2026-08-31T06:00:00Z,1.15905,1.15914,1.15846,1.15888,
2026-08-31T07:00:00Z,1.15890,1.16032,1.15848,1.16027,BULL
2026-08-31T08:00:00Z,1.16018,1.16060,1.15931,1.15942,
2026-08-31T09:00:00Z,1.15942,1.16011,1.15942,1.15993,
2026-08-31T10:00:00Z,1.15992,1.16022,1.15967,1.15972,
2026-08-31T11:00:00Z,1.15973,1.16029,1.15957,1.15963,BEAR
2026-08-31T12:00:00Z,1.15963,1.16000,1.15917,1.15953,
2026-08-31T13:00:00Z,1.15954,1.16012,1.15938,1.15996,
2026-08-31T14:00:00Z,1.15998,1.16182,1.15953,1.16140,BULL
2026-08-31T15:00:00Z,1.16140,1.16207,1.16124,1.16165,
2026-08-31T16:00:00Z,1.16164,1.16178,1.16138,1.16166,
2026-08-31T17:00:00Z,1.16165,1.16179,1.16146,1.16154,
2026-08-31T18:00:00Z,1.16154,1.16176,1.16146,1.16156,
2026-08-31T19:00:00Z,1.16156,1.16184,1.16146,1.16164,BEAR
2026-08-31T20:00:00Z,1.16166,1.16180,1.16144,1.16172,BULL
2026-08-31T21:00:00Z,1.16178,1.16190,1.16170,1.16180,
2026-08-31T22:00:00Z,1.16188,1.16194,1.16142,1.16149,
2026-08-31T23:00:00Z,1.16150,1.16184,1.16125,1.16183,
