time_utc,tv_signal,mt5_signal,status,tv_recomputed,tv_rule_check,tv_open,tv_high,tv_low,tv_close,mt5_open,mt5_high,mt5_low,mt5_close,close_abs_diff
2026-08-06T18:00:00+00:00,,,AGREE,,AGREE,1.15228,1.15248,1.15216,1.15237,1.15228,1.15248,1.15214,1.15237,0.0
2026-08-06T19:00:00+00:00,BULL,BULL,AGREE,BULL,AGREE,1.15238,1.15258,1.15172,1.15233,1.1524,1.15257,1.15171,1.15231,2.0000000000131024e-05
2026-08-06T20:00:00+00:00,,,AGREE,,AGREE,1.15232,1.15246,1.15188,1.15242,1.1523,1.15246,1.15188,1.15246,4.0000000000040004e-05
2026-08-06T21:00:00+00:00,BEAR,BEAR,AGREE,BEAR,AGREE,1.15245,1.15246,1.15197,1.1521,1.15235,1.15237,1.15182,1.15193,0.00017000000000000348
2026-08-06T22:00:00+00:00,,,AGREE,,AGREE,1.15204,1.15233,1.15204,1.15217,1.15203,1.15232,1.15199,1.15216,9.999999999843467e-06
2026-08-06T23:00:00+00:00,,,AGREE,,AGREE,1.15218,1.15244,1.15218,1.15241,1.1522,1.15243,1.15216,1.15241,0.0
2026-08-07T00:00:00+00:00,,,AGREE,,AGREE,1.15239,1.15241,1.1518,1.15191,1.1524,1.15242,1.15179,1.15191,0.0
2026-08-07T01:00:00+00:00,BULL,BULL,AGREE,BULL,AGREE,1.1519,1.15256,1.15184,1.15216,1.15193,1.15255,1.15184,1.15216,0.0
2026-08-07T02:00:00+00:00,BEAR,BEAR,AGREE,BEAR,AGREE,1.15216,1.15236,1.15207,1.15216,1.15216,1.15235,1.15204,1.15213,2.999999999997449e-05
2026-08-07T03:00:00+00:00,BULL,BULL,AGREE,BULL,AGREE,1.15216,1.15234,1.15197,1.15234,1.15212,1.15233,1.15198,1.15233,9.999999999843467e-06
2026-08-07T04:00:00+00:00,,,AGREE,,AGREE,1.15233,1.15244,1.15216,1.15236,1.15232,1.15243,1.15214,1.15234,2.0000000000131024e-05
2026-08-07T05:00:00+00:00,,,AGREE,,AGREE,1.15236,1.15254,1.15208,1.15224,1.15234,1.15255,1.15205,1.15222,1.999999999990898e-05
2026-08-07T06:00:00+00:00,,,AGREE,,AGREE,1.15225,1.1525,1.1521,1.15222,1.1522,1.15251,1.15209,1.15222,0.0
2026-08-07T07:00:00+00:00,BEAR,BEAR,AGREE,BEAR,AGREE,1.15222,1.15244,1.15177,1.15225,1.15221,1.15242,1.15176,1.15223,1.999999999990898e-05
2026-08-07T08:00:00+00:00,,,AGREE,,AGREE,1.15226,1.15253,1.15181,1.15236,1.15223,1.15253,1.15179,1.15236,0.0
2026-08-07T09:00:00+00:00,BULL,BULL,AGREE,BULL,AGREE,1.15235,1.15312,1.1523,1.1529,1.15235,1.15312,1.15229,1.15291,1.0000000000065512e-05
2026-08-07T10:00:00+00:00,,,AGREE,,AGREE,1.1529,1.15292,1.15256,1.1527,1.15289,1.15293,1.15256,1.15269,1.0000000000065512e-05
2026-08-07T11:00:00+00:00,,,AGREE,,AGREE,1.1527,1.15334,1.15266,1.15331,1.1527,1.15333,1.15265,1.1533,1.0000000000065512e-05
2026-08-07T12:00:00+00:00,,,AGREE,,AGREE,1.15332,1.15808,1.15264,1.15727,1.15331,1.15808,1.15264,1.15728,1.0000000000065512e-05
2026-08-07T13:00:00+00:00,,,AGREE,,AGREE,1.15726,1.15754,1.15566,1.15577,1.15726,1.15754,1.15565,1.15575,1.999999999990898e-05
2026-08-07T14:00:00+00:00,,,AGREE,,AGREE,1.15576,1.15643,1.15505,1.15532,1.15576,1.15642,1.15506,1.15531,9.999999999843467e-06
2026-08-07T15:00:00+00:00,,,AGREE,,AGREE,1.15532,1.15638,1.15502,1.15586,1.15531,1.15637,1.15502,1.15586,0.0
2026-08-07T16:00:00+00:00,BEAR,BEAR,AGREE,BEAR,AGREE,1.15586,1.15674,1.15574,1.1559,1.15586,1.15672,1.15574,1.1559,0.0
2026-08-07T17:00:00+00:00,BULL,BULL,AGREE,BULL,AGREE,1.15589,1.15634,1.15575,1.15612,1.15589,1.15635,1.15575,1.15611,1.0000000000065512e-05
2026-08-07T18:00:00+00:00,,,AGREE,,AGREE,1.15613,1.15662,1.1559,1.15652,1.15612,1.15663,1.15587,1.15651,1.0000000000065512e-05
2026-08-07T19:00:00+00:00,,,AGREE,,AGREE,1.15652,1.15702,1.15609,1.15616,1.15649,1.15701,1.15608,1.15615,1.0000000000065512e-05
2026-08-07T20:00:00+00:00,,,AGREE,,AGREE,1.15616,1.15618,1.15558,1.1558,1.15616,1.15618,1.15555,1.15575,4.999999999988347e-05
2026-08-09T21:00:00+00:00,BEAR,BEAR,AGREE,BEAR,AGREE,1.15664,1.15665,1.15604,1.1561,1.15611,1.15672,1.15588,1.156,9.999999999998899e-05
2026-08-09T22:00:00+00:00,,,AGREE,,AGREE,1.1561,1.15622,1.15548,1.15557,1.15602,1.15619,1.15549,1.15555,1.999999999990898e-05
2026-08-09T23:00:00+00:00,,,AGREE,,AGREE,1.15556,1.15583,1.15542,1.15554,1.15554,1.15582,1.15543,1.15554,0.0
2026-08-10T00:00:00+00:00,,,AGREE,,AGREE,1.15555,1.1559,1.1554,1.15582,1.15555,1.15591,1.15541,1.15582,0.0
2026-08-10T01:00:00+00:00,,,AGREE,,AGREE,1.15582,1.15592,1.15519,1.1554,1.15582,1.1559,1.15519,1.1554,0.0
2026-08-10T02:00:00+00:00,,,AGREE,,AGREE,1.1554,1.1555,1.1551,1.15516,1.15539,1.1555,1.15507,1.15514,1.999999999990898e-05
2026-08-10T03:00:00+00:00,,,AGREE,,AGREE,1.15516,1.15529,1.15488,1.15491,1.15515,1.15527,1.15486,1.1549,1.0000000000065512e-05
2026-08-10T04:00:00+00:00,,,AGREE,,AGREE,1.15492,1.15526,1.1548,1.15515,1.15491,1.15526,1.15479,1.15513,1.999999999990898e-05
2026-08-10T05:00:00+00:00,,,AGREE,,AGREE,1.15514,1.15564,1.155,1.15548,1.15514,1.1556,1.155,1.15547,1.0000000000065512e-05
2026-08-10T06:00:00+00:00,BULL,BULL,AGREE,BULL,AGREE,1.15547,1.15577,1.15524,1.1555,1.15543,1.15575,1.15523,1.15549,1.0000000000065512e-05
2026-08-10T07:00:00+00:00,,,AGREE,,AGREE,1.15551,1.15657,1.1552,1.15609,1.15549,1.15654,1.15519,1.15609,0.0
2026-08-10T08:00:00+00:00,,,AGREE,,AGREE,1.1561,1.15658,1.15595,1.15609,1.1561,1.15656,1.15594,1.1561,9.999999999843467e-06
2026-08-10T09:00:00+00:00,,,AGREE,,AGREE,1.1561,1.15638,1.15566,1.15568,1.1561,1.15637,1.15568,1.15568,0.0
2026-08-10T10:00:00+00:00,BEAR,BEAR,AGREE,BEAR,AGREE,1.15568,1.1558,1.15544,1.15554,1.15567,1.1558,1.15543,1.15554,0.0
2026-08-10T11:00:00+00:00,,,AGREE,,AGREE,1.15554,1.15564,1.1549,1.15524,1.15554,1.15564,1.15489,1.15522,2.0000000000131024e-05
2026-08-10T12:00:00+00:00,,,AGREE,,AGREE,1.15522,1.15552,1.1545,1.1547,1.15522,1.15551,1.15454,1.1547,0.0
2026-08-10T13:00:00+00:00,,,AGREE,,AGREE,1.15472,1.15537,1.15438,1.1545,1.15471,1.15536,1.15439,1.15449,1.0000000000065512e-05
2026-08-10T14:00:00+00:00,,,AGREE,,AGREE,1.15451,1.15558,1.15444,1.1552,1.1545,1.15558,1.15443,1.15518,1.999999999990898e-05
2026-08-10T15:00:00+00:00,,,AGREE,,AGREE,1.15518,1.15536,1.15464,1.15516,1.15517,1.15534,1.15463,1.15517,1.0000000000065512e-05
2026-08-10T16:00:00+00:00,BULL,BULL,AGREE,BULL,AGREE,1.15518,1.15542,1.1545,1.1547,1.15516,1.15542,1.1545,1.1547,0.0
2026-08-10T17:00:00+00:00,BEAR,BEAR,AGREE,BEAR,AGREE,1.15471,1.15476,1.1541,1.15428,1.15471,1.15475,1.1541,1.15427,1.0000000000065512e-05
2026-08-10T18:00:00+00:00,,,AGREE,,AGREE,1.15429,1.15449,1.154,1.15422,1.15428,1.15448,1.154,1.15421,1.0000000000065512e-05
2026-08-10T19:00:00+00:00,,,AGREE,,AGREE,1.15422,1.15432,1.15402,1.15415,1.15421,1.15432,1.15401,1.15413,1.999999999990898e-05
2026-08-10T20:00:00+00:00,,,AGREE,,AGREE,1.15416,1.15432,1.15414,1.15425,1.15414,1.15433,1.15414,1.15424,1.0000000000065512e-05
2026-08-10T21:00:00+00:00,,,AGREE,,AGREE,1.15429,1.15436,1.1542,1.15426,1.15415,1.15432,1.15384,1.15427,9.999999999843467e-06
2026-08-10T22:00:00+00:00,BULL,BULL,AGREE,BULL,AGREE,1.15428,1.15446,1.15423,1.15438,1.15425,1.15449,1.15407,1.15438,0.0
2026-08-10T23:00:00+00:00,,,AGREE,,AGREE,1.15438,1.15468,1.15423,1.15462,1.15438,1.15466,1.15423,1.1546,1.999999999990898e-05
2026-08-11T00:00:00+00:00,,,AGREE,,AGREE,1.15462,1.15498,1.15454,1.15462,1.15461,1.15495,1.15453,1.15461,1.0000000000065512e-05
2026-08-11T01:00:00+00:00,,,AGREE,,AGREE,1.15461,1.15498,1.15431,1.15462,1.1546,1.15498,1.15429,1.1546,1.999999999990898e-05
2026-08-11T02:00:00+00:00,BEAR,BEAR,AGREE,BEAR,AGREE,1.15463,1.15464,1.15386,1.15398,1.15461,1.15465,1.15387,1.15398,0.0
2026-08-11T03:00:00+00:00,,,AGREE,,AGREE,1.15398,1.1545,1.15396,1.1543,1.15398,1.15451,1.15395,1.15429,1.0000000000065512e-05
2026-08-11T04:00:00+00:00,,,AGREE,,AGREE,1.1543,1.15452,1.15394,1.15428,1.1543,1.15452,1.15392,1.15428,0.0
2026-08-11T05:00:00+00:00,,,AGREE,,AGREE,1.15428,1.1543,1.15386,1.1541,1.15429,1.1543,1.15385,1.15411,1.0000000000065512e-05
2026-08-11T06:00:00+00:00,,,AGREE,,AGREE,1.15412,1.15434,1.1533,1.15369,1.15414,1.15434,1.15329,1.1537,9.999999999843467e-06
2026-08-11T07:00:00+00:00,,,AGREE,,AGREE,1.1537,1.15402,1.15318,1.15321,1.1537,1.15401,1.15317,1.1532,1.0000000000065512e-05
2026-08-11T08:00:00+00:00,,,AGREE,,AGREE,1.1532,1.15386,1.15314,1.15362,1.15321,1.15386,1.15313,1.15362,0.0
2026-08-11T09:00:00+00:00,,,AGREE,,AGREE,1.15362,1.15374,1.1533,1.15372,1.15361,1.15372,1.15329,1.15371,1.0000000000065512e-05
2026-08-11T10:00:00+00:00,BULL,BULL,AGREE,BULL,AGREE,1.1537,1.15385,1.15334,1.15366,1.1537,1.15383,1.15334,1.15365,9.999999999843467e-06
2026-08-11T11:00:00+00:00,,,AGREE,,AGREE,1.15366,1.15436,1.15346,1.15365,1.15365,1.15436,1.15345,1.15363,2.0000000000131024e-05
2026-08-11T12:00:00+00:00,,,AGREE,,AGREE,1.15365,1.15442,1.15339,1.15415,1.15364,1.15441,1.15338,1.15415,0.0
2026-08-11T13:00:00+00:00,,,AGREE,,AGREE,1.15414,1.15484,1.15391,1.15442,1.15415,1.15484,1.15391,1.15441,1.0000000000065512e-05
2026-08-11T14:00:00+00:00,,,AGREE,,AGREE,1.15441,1.15442,1.15378,1.15426,1.1544,1.1544,1.15377,1.15426,0.0
2026-08-11T15:00:00+00:00,,,AGREE,,AGREE,1.15427,1.15447,1.15366,1.1543,1.15425,1.15446,1.15364,1.15429,1.0000000000065512e-05
2026-08-11T16:00:00+00:00,BEAR,BEAR,AGREE,BEAR,AGREE,1.15431,1.15438,1.15391,1.15394,1.15434,1.15436,1.15391,1.15395,1.0000000000065512e-05
